Co_Ref,crm_customer_complained,Time_to_Renewal,crm_competitors_mentioned,crm_refund_mentioned,crm_contractor_engagement,crm_customer_payment_intention,crm_membership_overdue,crm_dissatisfaction_with_support,crm_contractor_sentiment_score,Prospect_Outcome
AH9688,No,45_out,Yes,No,1,1,Yes,1,16.666666666666668,Won
AH9874,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
AH9990,No,45_out,No,No,1,0,No,0,26.666666666666668,Won
AI0111,No,prior_year,No,No,0,0,No,0,90.0,Won
AI0168,No,14_out,No,No,0,0,No,0,50.0,Won
AI0258,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AI0358,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
AI0790,No,14_out,No,No,1,0,No,0,16.666666666666668,Won
AI1272,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
AI1348,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
AI1458,No,prior_year,No,No,0,0,Not Discussed,0,50.0,Won
AI1896,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AI2012,No,14_out,No,No,0,0,No,0,57.5,Won
AI2605,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
AI3573,No,14_out,No,No,1,0,Not Discussed,0,0.0,Churned
AI3689,No,pre_renewal,No,No,1,0,Not Discussed,0,45.0,Won
AI3756,No,14_out,No,No,1,0,Yes,0,32.5,Won
AI4079,No,14_out,No,No,0,0,Not Discussed,0,60.0,Won
AI4090,No,45_out,No,No,1,0,Not Discussed,1,10.0,Won
AI4931,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
AI5059,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
AI5084,Yes,14_out,No,No,0,0,Not Discussed,1,46.66666666666666,Won
AI5190,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
AI5460,No,14_out,No,No,1,1,Not Discussed,0,26.666666666666668,Won
AI5603,No,14_out,No,No,1,0,Not Discussed,0,40.0,Won
AI5826,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Churned
AI5921,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AI6146,No,14_out,No,No,1,0,No,0,25.0,Won
AI6231,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AI6242,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
AI6389,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
AI6518,No,14_out,No,No,0,0,Not Discussed,0,60.0,Won
AI6651,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AI7095,No,14_out,Not Discussed,No,1,0,No,1,0.0,Churned
AI7247,No,14_out,Not Discussed,No,1,0,Not Discussed,0,10.0,Won
AI7580,No,14_out,No,No,1,0,No,0,25.0,Won
AI7787,No,14_out,No,No,1,0,No,0,25.0,Won
AI8100,No,pre_renewal,No,No,1,0,Not Discussed,0,25.0,Won
AI8787,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AI9014,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
AI9154,No,14_out,No,No,0,0,No,0,50.0,Won
AI9173,No,14_out,Not Discussed,No,0,0,Not Discussed,0,66.66666666666667,Won
AI9732,No,14_out,No,No,0,0,Not Discussed,0,75.0,Won
AI9760,No,45_out,No,No,0,0,Not Discussed,0,35.0,Won
AI9845,No,14_out,No,No,0,0,No,0,76.66666666666667,Won
AJ0081,No,45_out,No,No,0,0,Not Discussed,0,60.0,Won
AJ0687,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
AJ0926,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
AJ1165,No,14_out,No,No,0,0,No,0,50.0,Won
AJ1509,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Churned
AJ2006,No,45_out,No,No,0,0,Not Discussed,0,43.333333333333336,Won
AJ2056,No,45_out,No,No,1,0,Yes,0,16.666666666666668,Won
AJ2360,No,45_out,Not Discussed,No,0,0,Not Discussed,0,30.0,Won
AJ2542,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
AJ2669,No,pre_renewal,No,No,0,0,Yes,0,50.0,Won
AJ2910,No,14_out,No,No,1,0,No,0,16.666666666666668,Won
AJ2922,No,14_out,Not Discussed,No,1,0,No,1,0.0,Churned
AJ3018,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AJ3163,No,pre_renewal,No,No,1,0,No,0,25.0,Won
AJ3172,No,14_out,Yes,No,1,1,No,1,27.5,Churned
AJ3222,No,45_out,No,No,0,0,Not Discussed,1,65.0,Won
AJ3352,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
AJ3572,No,45_out,No,No,0,0,No,0,50.0,Won
AJ3588,No,45_out,Not Discussed,No,1,0,No,0,0.0,Won
AJ3766,No,pre_renewal,Not Discussed,No,1,0,Not Discussed,0,16.0,Won
AJ3775,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AJ3794,No,14_out,No,No,1,0,No,0,16.666666666666668,Won
AJ3796,No,pre_renewal,No,No,1,0,Not Discussed,0,25.0,Won
AJ4187,No,14_out,Not Discussed,No,0,0,Not Discussed,0,50.0,Won
AJ4195,No,14_out,No,No,0,0,Not Discussed,0,30.0,Won
AJ4214,No,14_out,No,No,0,0,Not Discussed,0,30.0,Won
AJ4552,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
AJ4750,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
AJ5137,No,14_out,No,No,1,0,Not Discussed,0,17.5,Won
AJ5274,No,pre_renewal,No,No,1,0,No,0,25.0,Won
AJ6092,No,14_out,No,No,1,0,No,0,16.666666666666668,Won
AJ6157,No,45_out,Not Discussed,No,1,0,Not Discussed,0,24.285714285714285,Won
AJ6366,No,14_out,No,No,0,0,Yes,0,37.5,Won
AJ6505,No,14_out,No,No,1,0,No,0,26.666666666666668,Churned
AJ6549,No,pre_renewal,No,No,0,0,Yes,0,50.0,Won
AJ6777,No,14_out,No,No,1,0,Not Discussed,0,12.5,Won
AJ6901,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
AJ7496,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
AJ7544,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AJ7558,No,14_out,No,No,0,1,No,0,50.0,Churned
AJ7568,No,14_out,No,No,0,0,Not Discussed,0,40.0,Won
AJ7618,No,pre_renewal,Not Discussed,No,1,0,Yes,0,0.0,Won
AJ7990,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
AJ9282,No,14_out,Not Discussed,No,1,0,Not Discussed,0,16.666666666666668,Won
AJ9346,Yes,prior_year,No,No,1,0,No,1,20.0,Won
AJ9363,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
AJ9369,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
AJ9530,No,14_out,Not Discussed,No,1,0,Not Discussed,0,16.666666666666668,Won
AJ9707,No,14_out,No,No,0,0,Not Discussed,0,47.5,Won
AJ9740,No,45_out,No,No,1,0,Not Discussed,0,0.0,Churned
AJ9884,No,14_out,No,No,0,0,Not Discussed,0,60.0,Won
AK0559,No,pre_renewal,No,No,1,0,Yes,0,25.0,Won
AK0751,No,14_out,No,No,1,0,Not Discussed,0,12.5,Won
AK1107,No,45_out,No,No,0,0,No,0,50.0,Won
AK1442,No,14_out,No,No,0,0,No,0,60.0,Won
AK1599,No,45_out,No,No,1,0,Yes,0,16.666666666666668,Won
AK2125,No,14_out,Not Discussed,No,1,0,Yes,0,0.0,Won
AK2139,No,14_out,Not Discussed,No,0,0,Not Discussed,0,66.66666666666667,Won
AK2168,No,14_out,No,No,0,0,No,0,35.0,Won
AK2235,No,pre_renewal,No,No,0,0,Yes,0,50.0,Churned
AK2292,No,14_out,No,No,0,0,No,0,63.333333333333336,Won
AK2322,No,14_out,No,No,1,0,Not Discussed,0,50.0,Won
AK2385,No,14_out,Not Discussed,No,1,0,Not Discussed,0,21.428571428571427,Won
AK2632,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AK2637,No,prior_year,No,No,0,0,No,0,50.0,Won
AK2715,No,14_out,No,No,0,0,Not Discussed,0,63.333333333333336,Won
AK2760,No,14_out,No,No,1,0,No,0,25.0,Won
AK2784,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
AK2928,No,14_out,No,No,1,0,Not Discussed,0,0.0,Churned
AK3109,No,14_out,No,No,1,0,No,0,25.0,Won
AK3326,No,14_out,Not Discussed,No,1,0,Not Discussed,0,25.0,Won
AK4149,No,14_out,No,No,0,0,Not Discussed,0,60.0,Won
AK4549,No,pre_renewal,No,No,0,0,Not Discussed,0,65.0,Won
AK4613,No,14_out,No,No,1,0,Not Discussed,0,25.0,Churned
AK4823,No,14_out,No,No,1,0,No,0,0.0,Won
AK5043,No,14_out,No,No,0,0,Not Discussed,0,37.5,Churned
AK5168,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
AK5376,No,14_out,No,No,1,0,No,0,16.666666666666668,Won
AK5505,No,14_out,No,No,0,0,Not Discussed,0,57.5,Won
AK6215,No,14_out,No,No,1,1,Yes,0,16.666666666666668,Won
AK6222,No,45_out,No,No,0,0,Yes,0,50.0,Won
AK6328,No,14_out,Not Discussed,No,0,0,Not Discussed,0,23.33333333333333,Won
AK6415,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
AK6594,No,14_out,No,No,0,1,Not Discussed,1,16.666666666666668,Churned
AK7168,No,14_out,Not Discussed,No,0,0,Not Discussed,0,66.66666666666667,Won
AK7202,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AK7204,No,14_out,No,No,1,0,Not Discussed,0,40.0,Won
AK7417,No,14_out,No,No,0,0,No,0,50.0,Won
AK8057,No,14_out,No,No,1,1,No,0,23.33333333333333,Churned
AK8152,No,pre_renewal,No,No,0,0,Yes,0,50.0,Churned
AK8373,No,pre_renewal,No,No,0,0,No,0,50.0,Won
AK8506,No,45_out,No,No,0,0,No,0,50.0,Churned
AK8612,No,14_out,No,No,0,0,Not Discussed,0,57.5,Won
AK9167,No,14_out,Not Discussed,No,1,0,No,0,0.0,Won
AK9703,No,14_out,Not Discussed,No,1,0,Not Discussed,0,12.5,Won
AK9792,No,14_out,Not Discussed,No,0,0,Not Discussed,0,32.857142857142854,Won
AK9807,No,14_out,No,No,0,0,Not Discussed,0,57.5,Won
AK9929,No,45_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
AL0285,No,14_out,Not Discussed,No,1,0,Not Discussed,0,16.666666666666668,Won
AL0530,No,45_out,No,No,0,0,No,0,50.0,Won
AL0647,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Churned
AL0793,No,45_out,Not Discussed,No,1,0,Not Discussed,0,7.142857142857143,Won
AL1296,No,14_out,Not Discussed,No,1,0,Not Discussed,0,25.0,Won
AL1446,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AL1604,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AL1719,No,14_out,Not Discussed,No,1,0,Not Discussed,0,6.0,Won
AL1803,Not Discussed,14_out,Not Discussed,No,1,0,Not Discussed,0,21.428571428571427,Churned
AL1872,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
AL3321,No,14_out,No,No,1,1,Not Discussed,0,23.33333333333333,Won
AL3708,No,14_out,No,No,1,0,Not Discussed,1,0.0,Churned
AL3885,No,14_out,Not Discussed,No,0,0,Not Discussed,0,33.333333333333336,Won
AL4135,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
AL4189,No,14_out,No,No,1,0,Not Discussed,1,22.5,Won
AL4309,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
AL4420,Yes,14_out,No,No,1,1,No,1,10.0,Churned
AL4546,No,45_out,No,No,1,0,No,0,25.0,Won
AL4738,No,14_out,No,No,1,0,No,0,0.0,Won
AL4826,No,14_out,No,No,1,0,Yes,0,25.0,Won
AL5270,No,pre_renewal,No,No,0,0,Yes,0,50.0,Won
AL5672,No,pre_renewal,No,No,1,1,Yes,1,40.0,Won
AL5673,No,pre_renewal,No,No,1,1,No,0,25.0,Won
AL6021,No,45_out,No,No,0,0,Yes,0,33.333333333333336,Won
AL6256,No,pre_renewal,No,No,0,0,No,0,50.0,Won
AL6508,No,14_out,No,No,0,0,Not Discussed,0,66.66666666666667,Won
AL6603,No,14_out,No,No,0,0,Yes,0,45.0,Won
AL6632,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
AL6748,No,14_out,No,No,0,0,Not Discussed,0,45.0,Won
AL7110,No,14_out,No,No,0,0,Not Discussed,0,60.0,Won
AL7132,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
AL7216,No,14_out,No,No,1,0,No,0,16.666666666666668,Won
AL7303,No,14_out,No,No,0,0,Yes,0,77.5,Won
AL7355,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AL7553,No,14_out,No,No,1,0,Yes,0,32.5,Won
AL7676,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
AL7870,No,45_out,No,No,0,0,No,0,90.0,Churned
AL8411,No,14_out,No,No,1,1,Not Discussed,0,16.666666666666668,Won
AL8544,No,14_out,Not Discussed,No,0,0,Not Discussed,0,23.33333333333333,Won
AL8643,No,45_out,Not Discussed,No,0,0,Not Discussed,0,38.0,Won
AL9439,No,14_out,No,No,1,0,Not Discussed,0,30.0,Won
AL9845,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AM0080,No,45_out,No,No,1,0,No,0,20.0,Won
AM0084,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
AM0425,No,14_out,No,No,0,0,Yes,0,33.333333333333336,Won
AM0890,No,45_out,No,No,0,0,Not Discussed,0,70.0,Won
AM0925,No,pre_renewal,Not Discussed,No,1,0,Not Discussed,0,20.0,Won
AM1124,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
AM1242,No,14_out,Not Discussed,No,1,0,Not Discussed,0,7.142857142857143,Churned
AM1279,No,14_out,Not Discussed,No,0,0,Not Discussed,0,50.0,Won
AM1583,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
AM2118,No,14_out,No,No,0,0,No,0,45.0,Won
AM2120,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AM2377,No,14_out,No,No,1,0,No,0,16.666666666666668,Churned
AM2413,Not Discussed,45_out,Not Discussed,No,1,0,Not Discussed,0,2.857142857142857,Churned
AM2629,No,14_out,No,No,1,0,Not Discussed,0,30.0,Won
AM2713,Not Discussed,45_out,Not Discussed,No,0,1,Not Discussed,0,20.0,Won
AM3222,No,14_out,No,No,1,0,No,0,20.0,Won
AM3488,No,45_out,Not Discussed,No,1,0,Not Discussed,0,12.5,Won
AM3529,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
AM3650,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
AM4255,No,pre_renewal,Not Discussed,No,1,0,Not Discussed,0,8.333333333333334,Won
AM4401,No,pre_renewal,No,No,0,0,No,0,50.0,Won
AM4431,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
AM4650,No,14_out,Not Discussed,No,1,0,No,0,20.0,Won
AM4673,No,14_out,Not Discussed,No,1,0,Not Discussed,0,14.285714285714286,Won
AM4698,No,14_out,No,No,0,0,Not Discussed,0,26.666666666666668,Won
AM5590,No,14_out,No,No,1,1,Yes,0,40.0,Churned
AM5933,No,45_out,No,No,1,1,Yes,0,26.666666666666668,Churned
AM5984,No,pre_renewal,No,No,1,1,No,0,25.0,Churned
AM6004,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
AM6401,No,14_out,No,No,0,0,No,0,45.0,Won
AM6725,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
AM6729,No,14_out,No,No,1,0,Not Discussed,0,35.0,Won
AM6781,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AM6871,No,14_out,No,No,1,0,No,0,25.0,Won
AM7128,No,14_out,No,No,1,0,Yes,0,17.5,Churned
AM7393,No,prior_year,No,No,1,0,Not Discussed,0,10.0,Won
AM7604,No,14_out,No,No,0,0,Not Discussed,1,22.5,Won
AM7620,No,14_out,No,No,1,1,No,0,25.0,Won
AM7770,No,14_out,Not Discussed,No,0,0,Not Discussed,0,30.0,Won
AM7794,No,14_out,No,No,0,0,Yes,0,50.0,Won
AM8185,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AM8449,No,14_out,No,No,0,0,No,0,57.5,Won
AM8493,No,14_out,No,No,1,0,Yes,0,0.0,Won
AM9093,No,45_out,No,No,0,0,Not Discussed,0,63.333333333333336,Won
AM9376,No,14_out,No,No,0,1,Not Discussed,1,25.0,Churned
AM9463,No,45_out,No,No,1,0,Not Discussed,1,0.0,Won
AM9542,Yes,prior_year,No,No,1,1,Yes,1,25.0,Won
AM9847,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
AN0848,No,pre_renewal,Not Discussed,No,1,0,Yes,0,0.0,Won
AN0852,No,14_out,Not Discussed,No,0,0,Not Discussed,0,33.333333333333336,Won
AN0865,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
AN1202,No,14_out,No,No,0,0,No,0,47.5,Won
AN1680,No,45_out,No,No,0,0,No,0,50.0,Won
AN1961,No,14_out,No,No,0,0,Yes,0,63.333333333333336,Won
AN2156,No,14_out,Not Discussed,No,0,0,Not Discussed,0,46.66666666666666,Won
AN2766,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
AN3360,No,14_out,No,No,1,0,No,0,0.0,Won
AN3784,No,45_out,No,No,0,0,Not Discussed,0,60.0,Churned
AN4214,No,45_out,No,No,0,0,Yes,0,33.333333333333336,Won
AN4358,No,14_out,No,No,1,0,Yes,0,25.0,Won
AN4498,No,45_out,No,No,1,0,Yes,0,60.0,Churned
AN4681,No,14_out,No,No,1,0,No,0,26.666666666666668,Won
AN4815,No,pre_renewal,Not Discussed,No,1,0,No,0,12.5,Won
AN5338,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
AN5362,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Churned
AN5420,No,14_out,No,No,1,0,No,0,16.666666666666668,Won
AN5718,No,45_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
AN5950,No,pre_renewal,No,No,0,0,Not Discussed,0,50.0,Won
AN6195,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
AN6238,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
AN6413,Yes,14_out,Not Discussed,No,1,0,No,1,0.0,Churned
AN6469,No,14_out,No,No,1,0,No,0,25.0,Won
AN6731,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
AN8055,No,45_out,No,No,0,1,Yes,1,23.33333333333333,Won
AN8859,No,prior_year,No,No,1,0,Not Discussed,0,0.0,Won
AN9089,No,45_out,No,No,0,0,No,0,50.0,Won
AN9287,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
AN9320,No,pre_renewal,No,No,1,0,Not Discussed,0,20.0,Won
AN9432,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
AN9720,No,14_out,No,No,0,0,Not Discussed,0,45.0,Won
AN9975,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
AO0184,No,prior_year,Not Discussed,No,1,0,No,0,12.5,Churned
AO0653,No,14_out,No,No,1,0,No,0,6.666666666666667,Churned
AO0662,No,14_out,Not Discussed,No,1,0,Not Discussed,0,7.142857142857143,Won
AO1201,No,14_out,No,No,1,0,Not Discussed,0,12.5,Churned
AO1444,No,14_out,Not Discussed,No,1,0,Not Discussed,0,12.5,Won
AO1473,No,14_out,No,No,0,0,Not Discussed,1,33.333333333333336,Won
AO1602,No,14_out,Not Discussed,No,1,0,Not Discussed,0,16.666666666666668,Won
AO1929,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AO1983,No,14_out,No,No,0,0,No,0,65.0,Won
AO2019,No,14_out,No,No,0,0,No,0,50.0,Won
AO2060,No,14_out,No,No,0,0,No,0,50.0,Won
AO2196,No,14_out,Not Discussed,No,1,0,No,0,10.0,Won
AO2205,No,14_out,No,No,1,0,No,0,10.0,Won
AO2621,No,45_out,No,No,0,0,Yes,0,50.0,Won
AO2742,No,14_out,No,No,0,0,Not Discussed,0,45.0,Won
AO2790,No,14_out,No,No,0,1,Not Discussed,0,33.333333333333336,Churned
AO3135,No,14_out,No,No,0,0,Not Discussed,0,25.0,Won
AO3498,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
AO3763,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Churned
AO3798,No,14_out,No,No,0,1,Yes,0,22.5,Won
AO3876,No,45_out,No,No,0,0,No,0,50.0,Won
AO4242,No,14_out,No,No,0,0,Not Discussed,0,63.333333333333336,Won
AO4482,No,prior_year,No,No,0,0,Yes,0,50.0,Won
AO4719,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
AO4740,No,45_out,No,No,0,0,Not Discussed,0,50.0,Won
AO4917,No,14_out,Not Discussed,No,1,0,No,0,0.0,Won
AO5043,No,pre_renewal,Not Discussed,No,1,0,Not Discussed,0,26.0,Won
AO5401,No,14_out,Not Discussed,No,1,0,Not Discussed,0,25.0,Won
AO5610,No,14_out,No,No,1,0,Yes,0,17.5,Won
AO5813,No,pre_renewal,No,No,0,0,Not Discussed,0,65.0,Won
AO5949,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
AO6973,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
AO7015,No,14_out,No,No,1,0,Yes,0,6.666666666666667,Churned
AO7160,No,prior_year,Yes,No,1,0,No,0,50.0,Won
AO7224,No,14_out,Not Discussed,No,1,0,Not Discussed,0,14.285714285714286,Won
AO7707,No,14_out,No,No,1,1,Not Discussed,0,10.0,Won
AO7853,No,45_out,No,No,0,0,No,0,50.0,Won
AO7876,No,14_out,No,No,0,1,Yes,0,50.0,Won
AO8382,No,14_out,No,No,1,1,No,0,25.0,Churned
AO8442,No,pre_renewal,No,No,0,0,Not Discussed,0,60.0,Won
AO8542,No,14_out,No,No,0,0,Yes,0,50.0,Won
AO9167,No,14_out,No,No,1,0,No,0,22.5,Won
AO9683,No,14_out,No,No,0,0,Not Discussed,0,60.0,Won
AO9996,No,14_out,No,No,0,0,Not Discussed,0,50.0,Churned
AP0487,No,14_out,No,No,0,0,No,0,60.0,Won
AP0809,No,14_out,Not Discussed,No,1,0,No,0,27.142857142857142,Won
AP0929,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
AP1390,No,14_out,No,No,1,0,No,0,25.0,Won
AP2022,No,pre_renewal,No,No,0,0,Yes,0,50.0,Won
AP2023,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
AP2139,No,14_out,No,No,0,0,Yes,1,30.0,Won
AP2571,No,45_out,No,No,0,0,Not Discussed,0,50.0,Won
AP2580,Yes,14_out,No,No,0,0,No,1,46.66666666666666,Won
AP2636,No,14_out,No,No,1,0,Not Discussed,0,35.0,Won
AP3070,No,14_out,Not Discussed,No,1,0,Not Discussed,0,16.666666666666668,Won
AP3385,No,14_out,No,No,1,0,No,0,0.0,Churned
AP3412,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
AP3500,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
AP3791,No,45_out,No,No,1,0,Not Discussed,0,0.0,Churned
AP3814,No,14_out,No,No,1,1,No,1,25.0,Churned
AP4081,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
AP4087,No,pre_renewal,No,No,1,1,No,0,10.0,Won
AP4283,No,14_out,Not Discussed,No,1,0,Not Discussed,0,10.0,Won
AP4555,No,14_out,No,No,0,0,No,0,45.0,Won
AP5040,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AP5106,No,14_out,No,No,1,0,Not Discussed,0,13.333333333333334,Won
AP5453,No,14_out,Not Discussed,No,1,0,Not Discussed,0,26.666666666666668,Won
AP5589,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
AP6015,No,14_out,No,No,0,0,No,0,37.5,Won
AP6094,No,14_out,No,No,1,0,Not Discussed,0,12.5,Won
AP6319,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AP6941,No,14_out,No,No,1,0,Not Discussed,0,35.0,Won
AP7108,No,14_out,No,No,1,0,No,0,50.0,Won
AP7149,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
AP7272,No,45_out,Not Discussed,No,1,0,No,0,20.0,Won
AP7473,Yes,14_out,Yes,No,1,1,Not Discussed,1,20.0,Won
AP8779,No,pre_renewal,No,No,1,0,No,0,25.0,Won
AP9036,No,prior_year,No,No,1,0,Yes,1,17.5,Won
AP9123,No,14_out,Not Discussed,No,1,0,Not Discussed,0,8.333333333333334,Won
AP9343,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
AP9930,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
AQ0237,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
AQ0587,No,14_out,No,No,0,0,Yes,0,37.5,Won
AQ0727,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AQ0965,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AQ1048,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AQ1524,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
AQ1948,No,14_out,No,No,0,0,Yes,0,45.0,Won
AQ1984,No,45_out,No,No,0,0,Not Discussed,0,50.0,Won
AQ2402,No,pre_renewal,No,No,1,0,No,0,25.0,Won
AQ2650,No,14_out,No,No,1,0,Not Discussed,1,10.0,Won
AQ2835,No,14_out,No,No,1,0,No,0,16.666666666666668,Won
AQ2871,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
AQ2878,No,14_out,No,No,0,0,No,0,50.0,Won
AQ2904,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
AQ2914,No,pre_renewal,No,No,0,0,Yes,0,50.0,Won
AQ3540,No,14_out,Not Discussed,No,1,0,Yes,0,0.0,Won
AQ4033,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
AQ4410,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
AQ5167,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
AQ5710,No,45_out,Not Discussed,No,1,0,Not Discussed,0,21.428571428571427,Won
AQ5777,No,14_out,No,No,1,0,No,0,32.5,Won
AQ6044,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
AQ6076,No,14_out,No,No,0,0,Not Discussed,0,63.333333333333336,Won
AQ6246,No,pre_renewal,No,No,1,0,No,0,17.5,Won
AQ6918,No,45_out,No,No,0,0,No,0,50.0,Won
